target,Prevotella,Faecalibacterium,Klebsiella,Roseburia,Bifidobacterium,Enterobacter,Clostridium,Oscillibacter,Azospirillum,Akkermansia,Ruminococcus,Subdoligranulum,Bilophila,Blautia,Lachnoclostridium,Actinomyces,Desulfovibrio,Coprococcus,Butyricicoccus,Anaerotruncus,Streptococcus,Eggerthella,Acidaminococcus,Butyrivibrio,Flavonifractor,Pyramidobacter,Veillonella,Acidiphilium,Dorea,Ruminiclostridium,Intestinimonas,Peptoclostridium,Coprobacillus,Porphyromonas,Pseudoflavonifractor,Paenibacillus,Holdemania,Tyzzerella,Marvinbryantia,Enterococcus,Oribacterium,Treponema,Robinsoniella
hyper,0.640864795,3.3222e-4,1.74981e-4,4.1077e-4,2.97e-5,3.35e-5,0.016320143,0.001310983,2.16e-6,1.56e-6,0.001251574,2.10496e-4,1.53969e-4,8.44308e-4,0.002454739,6.66933e-4,2.16e-5,1.09611e-4,6.36e-5,1.62e-5,9.61e-5,2.96e-5,8.2e-6,5.33e-5,9.08e-5,1.67e-6,1.38e-5,1.98e-7,1.28112e-4,4.63e-5,2.76e-5,2.28749e-4,3.81e-6,2.79124e-4,4.67e-5,4.42e-5,8.37e-6,7.38e-5,1.53e-5,5.66e-5,1.65e-5,6.1e-6,7.49e-6
hyper,0.006086838,0.019184387,2.33e-6,3.77986e-4,5.15e-5,1.16e-6,0.006543697,0.001062059,1.73e-6,0,3.72259e-4,0.005689851,0.013152314,3.58937e-4,0.005672963,4.54e-6,2.54515e-4,7.43e-5,2.91529e-4,1.54095e-4,4.76e-5,1.15526e-4,1.05e-5,7.12e-5,0.004626064,4.9099999999999996e-06,3.78e-5,1.75e-6,1.20415e-4,2.11395e-4,1.42212e-4,1.55006e-4,5.06e-6,0.001241322,1.54278e-4,7.14e-5,1.35e-5,4.05e-5,5.05e-5,1.34e-5,6.36e-5,2.45e-5,1.55e-5
control,0.003067389,0.052400935,0.001331376,0.007499483,3.53425e-4,0.071662013,0.012239862,0.011930889,3.11e-6,0.001449551,0.001885908,0.003368235,0.016125876,0.002028472,0.00172855,1.73e-5,1.60806e-4,3.0058e-4,2.82026e-4,5.97622e-4,3.86e-5,1.84051e-4,5.06e-5,2.0748e-4,4.27763e-4,4.66e-5,8.52e-5,3.75e-6,2.77801e-4,4.55051e-4,4.06695e-4,5.40183e-4,2.5e-5,3.77314e-4,4.42537e-4,1.12424e-4,1.71998e-4,1.11131e-4,8.24e-5,2.96e-5,7.32e-5,8.08e-5,4.04e-5
control,0.398393821,0.159316386,0.013482501,0.001265059,1.2973e-4,6.36228e-4,0.012907216,0.012189467,2.29e-5,3.87e-6,0.002110118,0.001918,0.002358629,9.19326e-4,0.003236776,6.76e-6,0.002128315,4.51773e-4,0.020275287,3.42034e-4,1.59238e-4,7.01e-5,9.11e-5,1.79497e-4,2.4959e-4,5.44e-5,7.19e-5,2.37e-6,0.00053360599999999995,4.59541e-4,4.18561e-4,3.48713e-4,4.95e-5,1.67398e-4,2.53413e-4,1.65532e-4,7.06e-5,2.0876e-4,8.13e-5,7.81e-5,1.36933e-4,1.54629e-4,3.76e-5
hyper,0.366515632,0.084437967,1.03e-5,0.013735926,1.81243e-4,1.08e-5,0.030849224,0.01860128,4.5111e-4,1.07e-5,0.009057819,0.003256498,0.002453707,0.001411097,0.002964284,2.68e-5,2.03676e-4,0.005302908,5.44976e-4,5.76775e-4,1.11077e-4,1.63544e-4,8.81e-5,6.16207e-4,1.60323e-4,5.5e-5,0.003642958,3.1e-5,7.07881e-4,8.502e-4,3.55194e-4,3.8083e-4,6.2e-5,3.2577e-4,3.49017e-4,4.94017e-4,2.3364e-4,2.94026e-4,1.38019e-4,1.20887e-4,1.15032e-4,1.63332e-4,1.15741e-4
control,0.621913816,2.93924e-4,0.005397308,0.00115912,3.74182e-4,8.84e-6,0.01139042,1.14107e-4,5e-6,3.51e-5,3.87109e-4,2.11082e-4,0.001466991,4.2885e-4,0.001296728,1.30226e-4,1.35427e-4,1.11819e-4,3.13e-5,3.3e-5,3.95e-5,2.61648e-4,2.50326e-4,4.73e-5,4.28e-5,6.24e-7,3.83605e-4,1.76e-7,1.68531e-4,4.46e-5,1.85e-5,1.20093e-4,4.35e-6,1.26736e-4,3.47e-5,8.28e-5,2.78e-5,6.63e-5,1.38e-5,4.14e-5,2.24e-5,2.03e-5,1.43e-5
hyper,0.376832969,0.054539078,0.180655266,0.009040829,0.005582861,0.001703353,0.006714673,0.00190409,6.8e-6,1.11e-6,9.55238e-4,0.003791655,0.001030649,0.005389493,0.001705624,1.16233e-4,7.65e-5,1.7382e-4,1.46781e-4,2.78311e-4,6.93e-5,6.03e-5,1.99331e-4,2.16339e-4,2.09197e-4,1.14e-5,9.49e-5,7.86e-7,2.72243e-4,2.34709e-4,9.28e-5,4.78128e-4,2.33e-5,4.00719e-4,1.47189e-4,6.58e-5,5.33e-5,1.12609e-4,1.42997e-4,8.85e-5,1.0486e-4,1.10331e-4,2.07e-5
control,0.001634534,4.1906e-4,3.30495e-4,0.027617367,0.048028021,6.97e-6,0.021391283,0.001990759,4.25e-5,0.057110509,0.006662204,3.35954e-4,1.06e-5,0.014200011,0.008301513,9.86e-5,1.03e-5,5.25052e-4,8.82967e-4,5.99103e-4,1.44604e-4,3.65317e-4,1.24858e-4,2.7159e-4,0.005531419,0.009940267,8.37666e-4,0,0.001224199,5.59789e-4,3.37895e-4,5.7125e-4,3.88e-5,1.21869e-4,7.66242e-4,2.09419e-4,5.36e-5,2.66725e-4,2.9507e-4,1.54443e-4,9.96e-5,1.0325e-4,2.71731e-4
control,0.384006687,0.029943454,1.46e-5,0.005180793,1.63312e-4,2.56e-6,0.015479091,0.05916124,5.21e-6,8.62e-6,0.009912779,0.005972663,0.006863926,0.002228962,0.002436737,2.99e-5,7.3888e-4,7.5739e-4,2.81002e-4,0.001749217,2.03005e-4,2.61349e-4,2.70728e-4,5.61734e-4,2.27334e-4,8.21e-5,3.75761e-4,7.2e-5,4.78383e-4,0.001798006,5.23521e-4,3.49315e-4,5.66e-5,5.63383e-4,6.87071e-4,5.30301e-4,0.0013181,1.09533e-4,2.13862e-4,1.76415e-4,2.30926e-4,3.31778e-4,1.88728e-4
hyper,0.355781852,0.283347016,7.85275e-4,0.004047837,3.22569e-4,2.26e-5,0.012251926,0.018327895,1.84e-5,2.53e-5,0.007964136,0.004442444,9.75926e-4,0.001116133,0.002964406,2.16e-5,0.003239843,0.001017396,3.35436e-4,8.63888e-4,2.09541e-4,1.27513e-4,2.88988e-4,4.24681e-4,2.3277e-4,1.36666e-4,3.35e-5,6.23617e-4,4.97948e-4,9.47525e-4,4.47293e-4,4.22701e-4,6.97e-5,2.63313e-4,4.75125e-4,3.51547e-4,4.68942e-4,2.50561e-4,2.10461e-4,1.45656e-4,2.17449e-4,2.31586e-4,8.66e-5
control,0.171558911,0.325686119,5.69307e-4,0.011999365,0.039257927,0.012207836,0.017197328,0.007725204,6.01e-7,5.34e-6,0.006160851,0.025022471,3.323e-4,0.010212079,0.006860945,8.91e-5,3.14076e-4,0.001013481,0.001058813,0.001108832,1.89689e-4,3.12128e-4,2.21664e-4,8.09707e-4,2.21914e-4,5.5e-5,2.40753e-4,6.36e-6,0.001247855,0.001430906,3.29717e-4,9.81517e-4,2.56083e-4,8.3e-5,4.57367e-4,4.65287e-4,2.1756e-4,4.87173e-4,4.49331e-4,1.55833e-4,3.61739e-4,2.01958e-4,2.1407e-4
control,0.56588661,0.042115944,2.43e-6,0.018051314,0.002582338,0,0.007404018,0.004497758,4.63e-7,4.82e-5,0.006831632,0.005500063,8.10816e-4,0.001983931,0.001998842,2.27e-5,8.02e-6,6.94302e-4,3.89058e-4,1.78238e-4,6.68e-5,1.05305e-4,3.86e-5,3.35936e-4,4.74e-5,1.99e-5,5.46e-5,5e-6,9.21191e-4,3.64601e-4,1.30915e-4,3.20665e-4,2.83e-5,1.61735e-4,1.30987e-4,1.14895e-4,3.83e-5,1.26914e-4,1.41202e-4,1.19733e-4,9.59e-5,4.93025e-4,1.37092e-4
hyper,0.002704955,0.178408754,2.32e-5,0.082105805,0.017250273,1.71e-6,0.028906847,0.003344902,1.19e-5,1.46e-6,0.003152618,7.65886e-4,3.73e-5,0.017487905,0.008880179,8.07e-5,1.78e-5,8.49225e-4,0.001601061,0.001952234,8.84e-5,4.10096e-4,1.74585e-4,6.16725e-4,0.002281742,1.02186e-4,4.47e-5,3.45e-6,0.002297435,5.31333e-4,3.71249e-4,6.89983e-4,9.66e-5,3.44453e-4,8.69895e-4,1.99342e-4,1.40996e-4,5.12532e-4,4.15823e-4,1.36799e-4,7.34107e-4,8.68e-5,9.37e-5
control,0.479015906,0.073699458,0.02298411,0.011962027,0.001105977,7.69824e-4,0.006705611,0.010359168,9.09e-7,2.62e-7,0.001124411,0.002124718,0.001907837,0.001577745,0.002095175,6.94e-5,7.02e-5,3.21571e-4,8.37587e-4,4.03469e-4,4.79e-5,8.87e-5,4.22e-5,1.9439e-4,1.95465e-4,3.88e-5,5.74e-5,2.55e-6,3.66552e-4,4.12256e-4,2.49327e-4,2.93919e-4,3.3e-5,1.53263e-4,3.84192e-4,8.91e-5,1.2795e-4,1.27184e-4,9.79e-5,4.91e-5,1.25128e-4,1.05229e-4,5.69e-5
hyper,0.003321226,0.001232344,3.66e-6,0.008632808,0.001539141,8.58e-7,0.052615196,0.002129196,5.46e-5,2.02e-5,0.00275826,4.48224e-4,2.93e-5,0.006585147,0.009253892,5.61e-5,1.24e-5,9.44584e-4,9.02703e-4,5.64172e-4,1.12466e-4,4.2168e-4,3.4e-5,2.2102e-4,0.001087729,1.1e-5,3.72e-5,8.35e-7,5.97232e-4,4.29555e-4,2.91762e-4,6.93454e-4,8.61e-5,5.65183e-4,8.63044e-4,1.05722e-4,1.27858e-4,2.38249e-4,8.92e-5,6.12e-5,1.75507e-4,5.19e-5,5.02e-5
control,0.025996461,0.043209668,0.00131857,0.004480356,0.00102529,7.85e-6,0.012088495,8.67405e-4,2.87e-6,2.4e-5,0.002306836,4.33851e-4,2.00067e-4,0.002378262,0.002218376,5.91249e-4,1.69e-5,5.79441e-4,2.75795e-4,2.66922e-4,1.69064e-4,5.61e-5,3.97e-5,1.84589e-4,8.56e-5,5.09e-6,8.38e-5,6.69e-6,0.001006421,1.95739e-4,9.87e-5,3.71338e-4,2.02787e-4,2.07578e-4,1.4167e-4,8.63e-5,6.78e-5,2.41796e-4,7.26e-5,7.83408e-4,1.2128e-4,5.32e-5,3.13e-5
control,0.008373203,0.040060266,0.001805787,0.001749526,0.001011112,3.68e-5,0.0118011,0.018284684,2.66e-6,0.008605308,0.004588285,0.003591688,0.01640276,9.04632e-4,0.001348667,1.58e-5,3.24138e-4,1.79718e-4,3.2713e-4,7.08122e-4,5.84e-5,3.00098e-4,3.60721e-4,2.58236e-4,3.38231e-4,5.96397e-4,1.08953e-4,2.01e-5,2.32098e-4,0.001035597,9.32281e-4,2.19324e-4,2.22e-5,2.80225e-4,4.10024e-4,2.70932e-4,2.04472e-4,6.8e-5,1.0421e-4,5.82e-5,5.5e-5,8.56e-5,6.55e-5
hyper,0.002691447,0.030838335,2.47e-5,0.105715614,0.001248667,9.36e-7,0.038425519,0.00168345,2.84e-6,3.12e-6,0.014120536,0.007927975,0.001840245,0.013054895,0.010776561,3.22e-5,3.41e-5,0.003901013,4.63872e-4,8.33696e-4,2.644e-4,1.01756e-4,4.75e-5,0.001139253,3.1885e-4,2.33e-5,2.17106e-4,2.8e-6,0.002280019,4.93238e-4,1.29461e-4,9.14084e-4,1.31567e-4,1.61332e-4,1.75626e-4,2.1158e-4,2.18563e-4,4.99771e-4,3.37134e-4,1.72791e-4,1.90313e-4,5.19e-5,2.52499e-4
hyper,0.456794908,9.11926e-4,0.102109726,3.35323e-4,2.35929e-4,1.0998e-4,0.020024908,5.69562e-4,4.19e-6,4.02e-7,6.67817e-4,0.00147882,0.002225696,0.001204757,0.003020372,0.003157485,1.54e-5,1.70938e-4,7.89e-5,8.75e-5,2.2906e-4,6.40646e-4,2.34e-5,8.72e-5,4.11117e-4,2.45e-6,1.93257e-4,3.4e-7,2.84588e-4,9.34e-5,4.06e-5,3.08897e-4,5.39e-6,1.81895e-4,6.19e-5,2.04e-5,1.06585e-4,5.71e-5,2.35e-5,5.16e-5,3.25e-5,2.22e-5,5.41e-6
control,0.521616867,0.02302592,2.06504e-4,0.004733923,0.020995232,1.39e-5,0.009768008,3.83444e-4,8.01e-6,5.54e-7,5.61397e-4,3.61266e-4,1.55282e-4,0.004474332,0.005261268,2.97038e-4,1.72e-5,2.71117e-4,5.45e-5,1.70231e-4,5.62e-5,1.02324e-4,4.16e-5,1.08631e-4,4.33e-5,7.22e-6,0.002752669,7.4e-8,6.77895e-4,7.96e-5,9.19e-5,1.76006e-4,3.61e-5,9.53e-5,2.66e-5,9.0388e-4,9.93e-5,1.26119e-4,7.65e-5,2.13e-5,1.62932e-4,1.01499e-4,1.28e-5
control,0.001520165,0.177921318,1.94887e-4,0.027620582,0.001340655,0.003175597,0.039606044,0.003042165,4.19e-6,5.72e-6,0.033957999,0.01211937,4.51132e-4,0.006484069,0.008996037,1.4114e-4,2.53e-5,0.002077996,6.42437e-4,6.05e-4,6.23656e-4,1.13461e-4,8.69e-5,0.001676602,1.72177e-4,1.04977e-4,1.94073e-4,6.54e-6,0.003703374,0.001073056,3.67505e-4,0.001182841,3.06265e-4,7.6e-5,4.04036e-4,3.48925e-4,2.56526e-4,8.40612e-4,4.41721e-4,4.08187e-4,5.9099e-4,3.19679e-4,4.23311e-4
hyper,0.659292155,0.004092797,0.005012829,7.59629e-4,1.43683e-4,8.58859e-4,0.003833481,0.003005027,1.21e-6,3.2e-5,4.83714e-4,5.26506e-4,0.001299372,2.67289e-4,6.95735e-4,1.27e-5,1.46991e-4,1.34081e-4,4.61e-5,9.45e-5,1.30611e-4,3.41e-5,1.69148e-4,1.07757e-4,4.55e-5,6.11e-6,5.42e-5,8.38e-7,2.34425e-4,1.30264e-4,4.22e-5,7.15e-5,4.94e-6,3.5839e-4,5e-5,5.7e-5,2.28e-5,2.92e-5,2.15e-5,5.76e-5,3.63e-5,2.10271e-4,1.74e-5
control,0.191683637,0.184320912,8.8e-6,0.004826192,2.27657e-4,6.35e-6,0.013225666,0.079341918,9.75698e-4,4.84e-5,0.007131065,0.005423305,0.010914122,0.001165637,0.002328595,7.74e-5,0.004413049,4.68852e-4,6.10266e-4,0.001020595,1.55673e-4,2.67483e-4,1.03422e-4,6.1288e-4,5.32042e-4,0.002238477,2.47e-5,4.12e-5,4.26449e-4,0.001239455,0.001328195,4.01231e-4,4.6e-5,2.84612e-4,9.70648e-4,5.95481e-4,4.02866e-4,8.91e-5,3.41524e-4,5.33e-5,3.10811e-4,2.88047e-4,1.36301e-4
hyper,0.001650588,0.232485716,5.05827e-4,0.018791924,0.001524781,3.83556e-4,0.033491413,0.039417371,2.13e-5,7.2e-6,0.008031578,0.018938446,0.005158096,0.003747212,0.004486879,1.21448e-4,5.93331e-4,9.4564e-4,6.07383e-4,0.001046375,1.98109e-4,3.14651e-4,7.69922e-4,8.74423e-4,4.87914e-4,1.05901e-4,1.05779e-4,2.53e-5,9.55666e-4,0.002657447,9.02605e-4,0.001152575,1.13301e-4,3.03927e-4,9.11691e-4,4.95298e-4,3.5805e-4,6.0508e-4,3.94413e-4,1.72938e-4,2.77529e-4,2.42972e-4,2.31515e-4
control,0.615947092,0.054942983,0.002271882,0.008555002,6.04927e-4,3.1e-5,0.010374863,0.001148882,8.49e-7,2.92e-7,0.001847203,0.001072132,1.45e-5,0.001692452,0.003958003,2.06e-5,2.02e-5,4.98148e-4,1.27783e-4,2.42283e-4,5.69e-5,4.48e-5,3.02e-5,3.17057e-4,7.45e-5,7.9e-6,4.48e-5,4.02e-8,6.1461e-4,1.36661e-4,5.69e-5,3.34357e-4,2.72e-5,6.33e-5,4.52e-5,4.81e-5,2.25e-5,2.07045e-4,1.11795e-4,3.86e-5,1.14932e-4,6.28e-5,1.24311e-4
hyper,0.001698846,0.286259275,0.036325091,0.01630355,3.01076e-4,0.00148837,0.024739457,0.004641018,1.48e-6,1.1e-6,0.007142993,0.018406392,3.59e-6,0.004718166,0.00733611,3.69217e-4,1.33e-5,4.51757e-4,0.001330899,0.001027844,5.94e-5,2.30666e-4,3.68e-5,5.3023e-4,7.15819e-4,1.47e-5,1.27642e-4,1.95e-6,0.001167936,0.001071401,7.1443e-4,4.91259e-4,7.93e-5,2.74947e-4,6.11758e-4,2.17661e-4,3.56673e-4,2.82472e-4,3.44445e-4,9.9e-5,3.87498e-4,1.79017e-4,9.19e-5
control,0.506514412,0.063324112,0.002332332,0.010691442,1.82519e-4,8.18e-5,0.018340076,0.012640644,0.001781737,3.13348e-4,0.006462257,0.002461695,0.002078011,0.001037287,0.001952616,3.11e-5,2.69443e-4,7.24414e-4,3.20986e-4,0.006231202,1.67441e-4,1.07729e-4,1.2603e-4,0.001590024,1.22588e-4,7.6e-5,5.01e-5,0.00720977,4.18049e-4,0.001278003,4.09478e-4,4.2812e-4,1.92757e-4,2.2911e-4,4.94539e-4,9.96598e-4,1.76723e-4,1.91071e-4,2.54274e-4,1.25431e-4,1.46735e-4,3.78945e-4,1.54472e-4
hyper,0.194841685,0.071914375,2.22118e-4,0.036150405,7.27047e-4,2.85e-5,0.014501306,0.014624844,2.4e-6,6.24e-6,0.029325083,0.00363917,0.001384346,0.002432459,0.003997317,1.98e-5,7.25497e-4,0.0093267449999999991,3.24504e-4,6.49532e-4,3.51042e-4,1.37292e-4,1.08325e-4,9.31358e-4,3.10917e-4,7.07e-5,5.93855e-4,6.86e-6,0.001248626,7.39872e-4,3.64792e-4,0.00056589400000000005,9.15e-5,0.001644372,3.96364e-4,2.70373e-4,2.43309e-4,3.73979e-4,1.77999e-4,2.09246e-4,3.18752e-4,4.8091e-4,1.30937e-4
control,0.281244058,0.1106566,0.004379484,0.005043942,4.81693e-4,6.83e-5,0.021517334,0.029090595,2.36e-6,0.00722221,0.004304409,0.004570673,0.00906922,0.001032243,0.003295497,2.44e-5,6.06e-5,0.004108186,3.36943e-4,8.04803e-4,5.27e-5,1.44652e-4,2.44248e-4,3.78827e-4,5.11107e-4,1.93594e-4,5.66e-5,2.67e-5,4.03236e-4,8.85794e-4,5.93683e-4,3.75569e-4,1.75e-5,0.001055799,4.77177e-4,1.99304e-4,5.77942e-4,1.32785e-4,1.18376e-4,9.84e-5,1.80339e-4,2.00592e-4,6.83e-5
hyper,0.010707247,0.098002922,4.99e-6,0.02529604,8.38407e-4,2.19e-6,0.05624529,0.011300852,0.013460664,0.00514722,0.007734379,0.00558681,0.003184011,0.003263626,0.003706104,2.83e-5,5.15e-5,0.001353812,3.41648e-4,0.001588695,2.60012e-4,1.00311e-4,1.06323e-4,9.8787e-4,2.34293e-4,4.61e-5,5.97e-5,2.79064e-4,0.00151629,0.001521056,6.17242e-4,6.28436e-4,1.50819e-4,2.82926e-4,4.19507e-4,4.47791e-4,1.9029e-4,4.51771e-4,2.96458e-4,3.16639e-4,2.347e-4,2.90703e-4,1.97605e-4
control,0.002106362,0.078580242,7.06e-5,0.027346319,0.004264784,7.61e-5,0.044411518,0.034929701,1.17e-5,0.044910026,0.03887704,0.017645655,0.004837367,0.012387652,0.005095972,2.35e-5,1.03132e-4,0.021614375,5.29371e-4,8.8674e-4,2.64589e-4,2.60263e-4,8.74e-5,0.001178503,0.00037884700000000003,7.65e-5,9.68e-5,1.21512e-4,0.003204753,0.001613749,6.74871e-4,7.86464e-4,2.64135e-4,2.35674e-4,5.11475e-4,5.58588e-4,5.89483e-4,5.84795e-4,4.0139e-4,3.32157e-4,2.70425e-4,2.06947e-4,2.13782e-4
hyper,0.048134163,0.111580441,7e-6,0.004109368,7.7285e-4,9.74e-6,0.045578428,0.05613575,1.72261e-4,5.55772e-4,0.020700161,0.015189945,0.006346841,0.00170836,0.004575809,4.27e-5,0.021766992,0.001243428,6.6055e-4,0.003204041,2.78642e-4,3.29658e-4,2.30756e-4,0.001300194,8.89543e-4,3.01338e-4,2.08409e-4,6.51e-5,8.58933e-4,0.003187822,0.001486529,0.001164254,1.42945e-4,1.00053e-4,0.00210934,0.001013205,0.001288857,4.12087e-4,6.04696e-4,1.74909e-4,3.76174e-4,4.44857e-4,3.40351e-4
hyper,0.505074524,0.021020979,0.006638335,0.006204901,0.003619875,1.12e-5,0.014567352,5.26483e-4,1.63e-6,1.45608e-4,0.002395245,1.67863e-4,1.57261e-4,0.002952163,0.001643404,6.04299e-4,4.65e-6,7.91385e-4,1.14473e-4,1.03032e-4,5.09305e-4,4.73e-5,1.33e-5,4.22296e-4,9.46e-5,3.44e-6,3.15396e-4,2.14e-6,0.001888848,1.85323e-4,4.62e-5,0.001300748,3.3149e-4,7.17899e-4,5.65e-5,1.23348e-4,1.59e-5,3.18718e-4,7.91e-5,7.82e-5,1.50263e-4,4.76e-5,3.57e-5
control,0.086889129,0.067818018,6.75e-6,0.006602932,0.001974302,1.27e-5,0.027136063,0.033972958,2.39e-6,8.81e-6,0.006101691,0.017450896,0.006890039,0.002862247,0.004525196,2.75e-5,1.28073e-4,0.003047102,5.19581e-4,0.001540783,1.34487e-4,1.39528e-4,5.54e-5,8.02415e-4,6.73238e-4,1.09874e-4,3.7e-5,1.09037e-4,7.72818e-4,0.001638182,8.22832e-4,7.36204e-4,9.38e-5,3.25317e-4,7.59996e-4,5.79647e-4,8.72417e-4,4.1457e-4,3.89962e-4,2.2359e-4,2.61963e-4,2.48618e-4,2.33644e-4
hyper,0.053949578,0.075049925,3.68e-5,0.008273231,0.001134772,9.38e-6,0.064154786,0.081266789,2.28e-5,7.66267e-4,0.025130753,0.00822463,0.002918331,0.001711421,0.00430273,5.1e-5,0.003380748,0.001263086,0.001149195,0.010015337,3.78183e-4,5.49431e-4,1.92106e-4,0.001417707,0.001422604,3.93459e-4,6.2e-5,2.95377e-4,7.29432e-4,0.004316777,0.001649003,0.001035179,1.86924e-4,1.9584e-4,0.002367234,0.001991387,8.54778e-4,1.98779e-4,3.77069e-4,2.84397e-4,3.67438e-4,7.01192e-4,5.0024e-4
control,0.06552272,0.092603005,0.055852907,0.002413074,0.001958088,0.001329338,0.037970742,0.069246216,8.68e-6,7.93e-6,0.042805454,0.005023192,0.009969419,0.001360493,0.00474817,4.53e-5,0.006666596,7.71835e-4,0.001891867,0.004580682,3.65229e-4,2.93908e-4,1.75854e-4,0.001289267,0.001575356,0.00366837,9.31e-5,6.29e-5,8.00896e-4,0.005486548,0.00139506,7.84741e-4,1.36913e-4,7.69e-5,0.001678796,0.001569397,7.25241e-4,1.77488e-4,2.7722e-4,2.0349e-4,4.03951e-4,4.9135e-4,2.6153e-4
hyper,0.654342136,1.49689e-4,3.87e-6,0.003225094,7.11e-5,7.62e-5,0.007793868,4.30505e-4,9.33e-7,1.01e-7,2.44078e-4,4.35e-5,3.0654e-4,4.4236e-4,8.46682e-4,2.7005e-4,4.73e-5,1.48932e-4,1.98802e-4,6.33e-5,4.17e-5,3.7e-5,3.22e-6,4.44e-5,1.5236e-4,7.95e-6,3.11e-5,2.91e-7,3.40154e-4,1.7287e-4,3.46e-5,3.50654e-4,9.63e-6,8.39107e-4,4.23e-5,5.78e-5,2.98e-5,2.15991e-4,1.9e-5,3.16e-5,1.67e-5,1.42e-5,1.83e-5
hyper,0.00552925,0.072555477,4.03e-5,0.015080441,0.006931242,2.02e-5,0.031672915,0.014740108,1.03e-5,1.22e-6,0.016988427,0.014290979,0.014754236,0.011123492,0.004303508,4.22e-5,2.21704e-4,0.001766153,4.35619e-4,8.31668e-4,1.14479e-4,4.23288e-4,0.012673272,4.65482e-4,3.23044e-4,0.002116013,3.35642e-4,9.93e-6,0.001473982,0.001315502,7.13063e-4,7.23339e-4,3.47e-5,3.83919e-4,5.24156e-4,2.41956e-4,2.7981e-4,2.42302e-4,2.35911e-4,1.74029e-4,2.52433e-4,1.17653e-4,1.8047e-4
control,0.498778522,0.14076621,4.71e-6,0.004429813,5.43857e-4,3.47e-6,0.011162817,0.007155533,0.001437223,5.69e-7,0.00288075,0.003928545,0.002230551,9.02079e-4,0.003091719,5.1e-5,9.48e-5,6.60524e-4,7.98303e-4,3.31468e-4,7.49e-5,7.59e-5,1.02121e-4,4.84857e-4,1.37186e-4,1.96771e-4,1.55e-5,1.5e-6,2.57498e-4,4.57714e-4,2.0422e-4,2.29013e-4,2.48e-5,2.38356e-4,2.59122e-4,5.5449e-4,3.11402e-4,1.0447e-4,1.57257e-4,6.43e-5,1.99092e-4,9.11e-5,5.32e-5
