target,Prevotella,Faecalibacterium,Klebsiella,Roseburia,Bifidobacterium,Enterobacter,Clostridium,Oscillibacter,Azospirillum,Akkermansia,Ruminococcus,Subdoligranulum,Bilophila,Blautia,Lachnoclostridium,Actinomyces,Desulfovibrio,Coprococcus,Butyricicoccus,Anaerotruncus,Streptococcus,Eggerthella,Acidaminococcus,Butyrivibrio,Flavonifractor,Pyramidobacter,Veillonella,Acidiphilium,Dorea,Ruminiclostridium,Intestinimonas,Peptoclostridium,Coprobacillus,Porphyromonas,Pseudoflavonifractor,Paenibacillus,Holdemania,Tyzzerella,Marvinbryantia,Enterococcus,Oribacterium,Treponema,Robinsoniella
control,0.0028349,0.124309432,1.73e-7,0.005401573,0.007329999,1.57e-5,0.01279746,0.05116521,1.25e-5,0.008395041,0.01580278,0.026755311,0.011053711,0.001754243,0.003409699,9.07e-5,0.002718956,9.1076e-4,0.001546185,0.001362336,2.01669e-4,3.32278e-4,9.47e-5,6.54348e-4,9.7225e-4,1.25273e-4,1.15896e-4,3.57e-5,7.52407e-4,0.001986686,0.001645601,5.03139e-4,4.69e-5,2.86962e-4,8.87908e-4,5.1192e-4,4.88501e-4,2.06871e-4,3.86715e-4,1.40154e-4,3.67225e-4,2.70349e-4,2.49866e-4
hyper,0.528335209,0.046377065,0.103487502,0.001595749,9.64e-5,3.88781e-4,0.00657125,0.006094603,1.59e-6,0.001987871,0.003143324,0.001676601,9.55629e-4,3.95254e-4,0.001174075,6.47e-5,1.5e-5,2.70296e-4,3.0103e-4,2.88557e-4,7.58e-5,7.78e-5,5.03745e-4,1.74256e-4,9.19e-5,4.3e-5,3.18e-5,9.42e-6,1.97029e-4,3.09397e-4,1.97574e-4,2.08405e-4,1.46e-5,1.22156e-4,1.70769e-4,1.01715e-4,9.08e-5,5.27e-5,8.16e-5,9.24e-5,8.35e-5,9.46e-5,5.1e-5
hyper,0.393095749,0.025414554,0.007164107,0.029153402,3.02901e-4,0.003032487,0.019390021,0.015907486,4.3e-6,9.49e-7,0.007931905,0.005234548,0.001793461,0.00178048,0.002392702,1.33636e-4,1.97114e-4,6.96933e-4,4.38212e-4,3.16769e-4,5.83e-5,9.76e-5,1.14224e-4,3.35076e-4,3.17702e-4,3.25e-5,4.69e-5,5.28e-5,3.73941e-4,4.54273e-4,3.31801e-4,3.29052e-4,2.31e-5,1.44865e-4,2.95742e-4,1.40002e-4,1.59933e-4,1.35692e-4,1.02459e-4,5.13e-5,1.78723e-4,1.28611e-4,8.9e-5
hyper,0.427881751,0.07037781,0.001836152,0.014299675,4.26577e-4,1.27e-5,0.018164655,0.006350243,1.37e-6,4.69e-6,0.012392554,0.00580768,0.001300741,0.00746902,0.003261269,0.001266472,1.02932e-4,0.003057615,7.90199e-4,4.19451e-4,1.63237e-4,3.57733e-4,5.52e-5,4.93426e-4,1.36192e-4,3.73059e-4,1.50887e-4,9.79e-6,0.001994032,0.00153976,2.49469e-4,7.16888e-4,6.15e-5,1.75955e-4,2.45732e-4,2.3453e-4,8.53e-5,2.93609e-4,2.30662e-4,9.62e-5,1.52981e-4,1.26487e-4,1.30186e-4
hyper,0.267888398,0.060063604,4.6117e-4,0.020539799,4.58556e-4,7.19074e-4,0.04185262,0.019201945,1.14e-5,0.002195494,0.031059527,0.00560666,3.57529e-4,0.006196187,0.004089099,3.91e-5,0.002820438,0.0055371,4.76258e-4,0.002364578,2.63847e-4,1.76719e-4,1.52344e-4,0.001835405,4.54667e-4,1.02861e-4,1.81703e-4,0.002378699,0.002260879,0.002555657,8.20545e-4,6.32721e-4,3.44165e-4,6.93334e-4,6.4596e-4,7.95202e-4,3.57254e-4,7.04583e-4,4.50336e-4,3.03127e-4,4.98488e-4,4.57472e-4,3.01561e-4
hyper,0.627508009,0.019756889,5.26781e-4,0.014542888,9.76e-5,2.58297e-4,0.00740306,0.003508201,1.75e-6,1.3e-5,0.002762594,8.55652e-4,6.62608e-4,7.45458e-4,0.001064108,2.1e-5,6.35205e-4,0.002156447,2.95902e-4,3.56345e-4,0.00164091,5.34e-5,4.95e-5,3.57886e-4,1.3843e-4,1.66e-5,2.2271e-4,2.00072e-4,4.50119e-4,4.51203e-4,1.10633e-4,1.1726e-4,2.7e-5,5.60891e-4,1.29886e-4,1.12757e-4,4.62e-5,8.57e-5,8.15e-5,6.16e-5,6.28e-5,1.02094e-4,2.14895e-4
hyper,0.002460647,0.010955665,5.4e-7,0.002244321,1.11763e-4,3.64e-7,0.011198761,0.002712893,1.67e-7,4.16e-5,0.002078052,0.040229315,1.09e-5,9.23728e-4,0.008985398,1.95e-5,1.19e-5,3.00764e-4,7.37761e-4,4.64703e-4,4.65e-5,2.12454e-4,3.54e-5,2.18659e-4,0.001754965,3.33e-5,5.21143e-4,2.33e-6,0.001028207,6.86585e-4,3.37695e-4,5.95612e-4,2.08e-5,4.73996e-4,5.52952e-4,3.04673e-4,7.29e-5,1.13052e-4,1.11302e-4,1.02136e-4,1.33099e-4,1.48619e-4,6.22e-5
control,0.00125547,0.155566848,0.004784871,0.039148855,0.002875029,0.010447458,0.035344769,0.041712541,1.65e-7,2.38e-6,0.010022216,0.033468809,5.04e-6,0.004032573,0.008102852,8.87e-5,6.63e-5,8.26701e-4,0.00102179,0.001082969,1.5442e-4,1.07212e-4,9.46e-5,9.25756e-4,4.08906e-4,0.007841678,1.02574e-4,1.68e-5,0.001128043,0.001514165,8.09096e-4,9.19508e-4,4.02e-5,1.18388e-4,6.58662e-4,3.36101e-4,4.1169e-4,2.89221e-4,4.90209e-4,1.12842e-4,5.04022e-4,2.03959e-4,2.97292e-4
hyper,0.002198386,2.69624e-4,8.07051e-4,4.53e-5,1.53e-5,1.3798e-4,4.44095e-4,7.28e-5,2.53e-7,7.33e-7,6.88e-5,1.88265e-4,6.94e-6,1.37095e-4,0.007798713,0.001415055,7.95e-7,5.15e-6,2.28e-6,2.39e-5,2.46e-5,2.7e-5,1.35e-6,7.56e-6,1.22734e-4,5.69e-7,5.25e-6,2.56e-7,9.61e-6,1.07e-5,1.28e-5,4.14e-5,2.18e-6,1.58284e-4,1.24e-5,1.03e-5,3.72e-5,1.09e-5,2.45e-6,1.48e-6,1.82e-6,2.42e-5,1.1e-6
hyper,0.01073753,0.00508701,2.402e-4,3.36191e-4,0.003396678,1.17548e-4,0.007174952,0.002929719,2.65e-5,2.95e-5,0.001089026,6.92308e-4,0.015407174,5.06834e-4,0.009502313,1.52094e-4,0.001077562,1.37161e-4,1.38497e-4,2.36025e-4,3.06e-5,7.19454e-4,1.16e-5,9.87e-5,3.33509e-4,1.69e-5,2.79e-5,4.1e-6,8.25e-5,2.26218e-4,8.42e-5,2.30244e-4,1.61e-5,7.22525e-4,1.58832e-4,1.00442e-4,7.31e-5,6.68e-5,1.66121e-4,1.26213e-4,3.28e-5,3.46e-5,2.07e-5
control,0.410504816,0.014606671,3.81e-5,0.006766139,6.82e-5,1.03e-5,0.01777368,0.013227755,1.98035e-4,1.69e-6,0.003190434,0.003123098,0.00795611,0.001468347,0.001781241,1.32e-5,0.003917992,0.00134022,2.01431e-4,7.29458e-4,1.33445e-4,4.71e-5,7.99e-5,3.90345e-4,2.40222e-4,3.87e-5,3.21485e-4,2.89e-5,5.86965e-4,5.09957e-4,4.61578e-4,1.90181e-4,4.78e-5,7.30256e-4,2.73873e-4,2.10873e-4,1.73302e-4,1.3526e-4,8.09e-5,8.59e-5,1.08674e-4,2.13814e-4,5.65e-5
hyper,0.178149326,0.211979939,1.92e-5,0.003351807,2.58353e-4,3.49678e-4,0.017351909,0.020011146,0.001825508,4.13445e-4,0.003597914,0.00329616,0.004555168,0.001442787,0.002815164,5.15e-5,0.00155401,0.001786292,6.81485e-4,0.001440926,1.44674e-4,1.52824e-4,1.87034e-4,5.64718e-4,5e-4,9.52e-5,2.67e-5,8.58324e-4,3.97285e-4,0.001251127,8.3855e-4,6.92613e-4,7.04e-5,1.58196e-4,6.79659e-4,4.99071e-4,2.40013e-4,1.43271e-4,2.48238e-4,2.14989e-4,2.121e-4,1.80866e-4,1.8363e-4
hyper,0.003630269,0.153420163,9.39e-7,0.027551396,0.001920068,4.74e-7,0.026495751,0.001916469,4.3e-6,5.35e-7,0.002231278,0.001700175,0.004293126,0.008088171,0.005250656,6.04e-5,5.5e-5,5.21978e-4,2.18487e-4,6.65083e-4,2.21372e-4,5.15125e-4,2.29e-5,5.29954e-4,3.53303e-4,2.47e-5,1.52722e-4,3.2e-6,0.001218916,5.41112e-4,2.01111e-4,4.9736e-4,4.14e-5,2.61617e-4,2.54738e-4,1.20807e-4,6.11313e-4,5.78164e-4,2.00217e-4,7.47e-5,4.75238e-4,1.27416e-4,1.17165e-4
control,0.005059021,0.090582605,3.26975e-4,0.037613123,0.001195782,2.2e-5,0.043993404,0.002749164,0.003804551,3.75e-6,0.017646851,7.27958e-4,0.001818858,0.017290903,0.020104619,0.00125017,2.71e-5,0.004476006,8.79043e-4,6.15039e-4,1.07276e-4,1.32643e-4,6.33e-5,3.92388e-4,3.99481e-4,1.27e-5,4.17e-5,1.28e-5,0.001155904,7.8115e-4,1.83075e-4,6.73841e-4,2.84e-5,6.22086e-4,3.13737e-4,7.53e-5,2.79229e-4,5.87582e-4,2.54036e-4,7.65e-5,3.57168e-4,1.28757e-4,7.64e-5
hyper,0.001742516,0.04452949,3.48981e-4,0.046415985,3.67147e-4,1.31e-5,0.039856883,0.002655253,5.49e-6,1.13e-6,0.033009691,0.006328545,1.34e-5,0.00544382,0.006389132,8.64e-5,1.51e-5,0.002328023,6.5924e-4,3.63031e-4,6.98013e-4,9.82e-5,8.18e-5,0.001243585,2.67561e-4,2.8e-5,2.53388e-4,4.9e-6,0.001985711,6.93104e-4,1.06733e-4,0.001554591,2.86459e-4,2.161e-4,2.98005e-4,3.22812e-4,1.37363e-4,6.837e-4,1.48031e-4,1.66486e-4,2.80506e-4,1.68273e-4,2.10731e-4
hyper,0.003036415,0.041673531,7.01e-6,0.009174497,0.005647816,1.32e-6,0.023803092,0.016731079,3.77e-6,0.009145371,0.003761718,0.003086656,0.004813882,0.005322108,0.004320963,6.62e-5,1.99017e-4,5.15402e-4,3.17905e-4,5.7771e-4,7.14e-5,2.20053e-4,1.35736e-4,5.74963e-4,1.73119e-4,1.69277e-4,7.41e-5,6.19e-5,6.71701e-4,9.54968e-4,3.53904e-4,5.15837e-4,4.93e-5,1.52177e-4,3.19946e-4,2.99964e-4,2.1205e-4,0.00024173400000000001,2.23539e-4,8.23e-5,1.99249e-4,1.12742e-4,9.52e-5
control,0.003719948,0.167563865,0.006799357,0.009917471,0.004748995,1.55e-5,0.012103029,0.037177921,4.08e-6,1.46e-5,0.005198369,0.006911882,0.006945281,0.003554337,0.003463155,1.65525e-4,4.02593e-4,7.09184e-4,9.72726e-4,7.99014e-4,1.12206e-4,1.71633e-4,3.03945e-4,4.16809e-4,7.5492e-4,6.16e-5,3.72717e-4,7.23e-6,4.17698e-4,9.98199e-4,6.66579e-4,7.14048e-4,2.6e-5,1.28229e-4,6.38649e-4,2.66843e-4,3.91366e-4,2.47285e-4,1.69552e-4,6.51e-5,2.14929e-4,2.07402e-4,1.32788e-4
control,0.006532999,0.085871739,0.020190108,0.024615559,0.001642748,4.83e-5,0.029390085,0.014050423,3.6e-6,0.002075966,0.021216106,0.010964884,0.002782883,0.00307615,0.003471812,1.76e-5,0.003904333,0.001499647,3.59843e-4,7.00983e-4,1.26408e-4,1.55652e-4,5.16e-5,8.54144e-4,2.04617e-4,5.86e-5,2.06475e-4,1.75e-5,0.001932925,0.001078805,7.5499e-4,4.34601e-4,1.22046e-4,3.14547e-4,4.31808e-4,3.39911e-4,2.81657e-4,3.44159e-4,3.04898e-4,2.22977e-4,1.60842e-4,1.51478e-4,1.72584e-4
control,0.354379192,0.090224367,1.14885e-4,0.016749234000000002,2.24616e-4,1.53e-6,0.014578201,0.014559363,1.49e-5,2.16e-5,0.014253609,0.003022989,0.001484329,0.0027252,0.002754848,2.12e-5,6.76e-5,0.002073211,2.78668e-4,5.80575e-4,3.3695e-4,2.49801e-4,1.14116e-4,9.16724e-4,1.80415e-4,4.23e-5,2.68869e-4,1.03071e-4,0.001530762,0.002119283,2.60562e-4,5.73535e-4,1.66722e-4,5.9102e-4,3.17806e-4,3.47612e-4,2.76957e-4,4.36065e-4,2.8996e-4,1.47039e-4,2.09934e-4,2.03751e-4,2.25024e-4
control,0.635553558,0.042208806,4.18e-5,0.008918632,9.97529e-4,4.76e-5,0.015642017,0.004085583,6.87248e-4,3.88e-5,0.001721714,0.00269322,7.34446e-4,0.002119278,0.003119512,0.001315603,3.5981e-4,3.61215e-4,5.89886e-4,5.99191e-4,2.21051e-4,6.28e-5,3.37e-5,2.65289e-4,7.91e-5,6.76e-5,9.11e-5,4.02e-6,5.70266e-4,3.25643e-4,1.55231e-4,3.69194e-4,1.98e-5,0.002801795,1.52565e-4,1.12338e-4,1.01674e-4,1.33573e-4,1.06278e-4,4.3e-5,1.62904e-4,7.33e-5,5.68e-5
control,0.002273898,0.008387006,0.001384245,0.007917358,2.49e-4,4.57335e-4,0.018823227,0.024514368,1.09e-5,1.52e-6,0.009428296,0.007940504,0.024285496,0.002102879,0.00227731,1.43e-5,2.32562e-4,2.73012e-4,2.71404e-4,7.11031e-4,5.59e-5,2.7085e-4,5.79e-5,2.83614e-4,7.58452e-4,1.37062e-4,3.44e-5,2.27354e-4,3.6465e-4,8.88258e-4,5.28291e-4,3.53254e-4,2.83e-5,2.82452e-4,4.79e-4,3.65461e-4,3.21306e-4,1.19807e-4,1.26934e-4,5.15e-5,7.47e-5,1.8617e-4,9.65e-5
hyper,0.31401052,0.075230314,2.45277e-4,0.016147858,2.23187e-4,3.20685e-4,0.020002668,0.027050354,4.39e-6,1.1e-6,0.004670662,0.005264738,4.27154e-4,0.001723843,0.004677581,2.57e-5,4.46e-5,3.91341e-4,6.65177e-4,6.1332e-4,5.51e-5,4.45127e-4,2.64778e-4,4.1246e-4,8.16725e-4,1.07311e-4,8.21e-5,2.22e-5,0.001025787,7.29525e-4,4.24461e-4,4.39559e-4,4.26e-5,4.46912e-4,3.95273e-4,1.60085e-4,3.80817e-4,1.62659e-4,1.21054e-4,1.2972e-4,1.34867e-4,1.48722e-4,7.6e-5
control,0.410495619,0.072323379,8.47979e-4,0.003514912,2.1853e-4,0.001665446,0.014944129,0.001086307,2e-6,5.25e-7,0.004895735,0.002081261,2.12071e-4,0.006107438,0.002319214,2.69e-5,8.75e-6,9.09069e-4,3.5712e-4,1.9303e-4,1.56874e-4,1.54437e-4,4.96e-5,4.69445e-4,1.50993e-4,2.72e-5,4.86e-5,1.95e-6,0.001937474,3.03171e-4,5.35e-5,3.37294e-4,2.76562e-4,0.001926563,8.23e-5,1.86359e-4,1.35199e-4,3.92319e-4,1.80055e-4,2.13412e-4,1.77863e-4,8.61e-5,7.8e-5
hyper,0.526153385,0.045992539,3.65e-5,0.007212592,8.28915e-4,4.59e-6,0.016482951,0.023957195,1.93e-6,3.05e-6,0.009125729,0.003442819,0.002343986,0.001127721,0.002424583,2.48e-5,2.5674e-4,0.002673487,6.62024e-4,0.00126626,9.34e-5,1.50838e-4,1.60684e-4,3.98009e-4,3.2975e-4,1.46883e-4,1.81252e-4,7.52e-6,8.03937e-4,8.02701e-4,5.96898e-4,5.15614e-4,3.94e-5,2.46429e-4,4.76923e-4,1.75104e-4,2.15689e-4,1.96155e-4,1.43017e-4,1.07076e-4,1.30999e-4,1.26296e-4,1.44944e-4
control,0.001103181,0.232979637,1.88e-5,0.007263913,2.9176e-4,1.01e-6,0.021328115,0.009594102,2.59e-6,1.51e-5,0.003593144,0.004622184,0.014663328,0.023470664,0.010180238,6.69e-5,2.51751e-4,4.82068e-4,4.44483e-4,0.001083667,3.67e-5,0.00159096,9.66e-5,2.96801e-4,0.003104652,8.27e-5,5.14332e-4,1.03e-6,0.001282561,7.82582e-4,4.1578e-4,7.19635e-4,4.68e-5,1.3687e-4,7.69467e-4,3.00603e-4,1.95361e-4,3.54078e-4,2.23662e-4,1.08428e-4,2.0118e-4,2.096e-4,1.18332e-4
control,0.520451071,0.006660872,0.003668219,0.00707055,1.00425e-4,6.16e-6,0.012518887,0.002297549,1.11705e-4,4.06627e-4,0.002334306,5.74289e-4,0.001756953,0.001602527,0.001818426,2.91e-6,2.04184e-4,0.003497618,3.77e-5,1.83744e-4,1.34465e-4,1.91055e-4,1.89e-5,5.83124e-4,1.34687e-4,1.32e-5,1.05826e-4,5.32e-6,4.51471e-4,6.49098e-4,1.42811e-4,2.32595e-4,4.14e-5,0.00113419,7.76e-5,1.9282e-4,5.68e-5,1.39271e-4,9.44e-5,6.11e-5,7.63e-5,3.47625e-4,6.87e-5
hyper,0.314952278,0.001992783,8.79e-5,0.008891432,8.07589e-4,2.84e-5,0.019070351,1.80704e-4,1.9e-6,3.69e-6,0.001436072,1.41313e-4,3.61048e-4,0.002237543,0.00198078,6.14e-5,1.16954e-4,0.001763173,5.77e-5,9.98e-5,6.18e-5,1.8e-5,1.31e-5,2.7691e-4,3.53118e-4,7.34e-6,0.001071253,3.56e-6,0.002622852,1.16388e-4,3.8e-5,3.39541e-4,2.42729e-4,0.001214907,9.81e-5,4.89e-5,8.24e-5,1.47165e-4,6.01e-5,1.36437e-4,8.72e-5,1.71873e-4,8.59e-5
hyper,0.003659668,0.019465884,0.022904443,0.003743437,5.18e-5,5.39e-5,0.01302141,5.77525e-4,1.5e-5,1.18e-7,7.07573e-4,6.82e-5,0.002641004,0.00124808,0.003836519,3.93e-6,6.04e-5,1.8662e-4,8.17e-5,1.09585e-4,3.43e-5,7.74e-5,1.33e-5,2.18481e-4,8.0999e-4,2.97e-7,9.45266e-4,1.1e-6,4.11834e-4,9.55e-5,3.44e-5,1.98772e-4,8.5e-5,3.27716e-4,1.05879e-4,8.13e-5,1.72e-5,2.09959e-4,7.07e-5,6.19e-5,7.55e-5,7.12e-5,2.9e-5
hyper,0.333183863,0.061043173,3.14455e-4,0.027181437,0.012037823,5.63341e-4,0.028773055,0.003528836,7.5e-6,2.04191e-4,0.024628323,0.003817391,3.8e-5,0.007466009,0.00418836,1.24938e-4,2.19e-5,0.003131696,1.07901e-4,2.86121e-4,4.16903e-4,6.44e-5,1.27838e-4,0.001250176,9.75e-5,4.93e-5,0.003318548,7.42e-6,0.002136179,6.73242e-4,9e-5,0.001523115,2.94062e-4,3.8781e-4,1.62977e-4,2.51663e-4,1.0011e-4,5.30451e-4,1.97475e-4,1.62784e-4,2.32936e-4,1.46566e-4,1.97483e-4
control,0.280439755,0.025198998,1.20881e-4,0.030237807,4.40344e-4,1.36e-5,0.033630033,0.015290192,1.25e-6,6.93473e-4,0.00932905,0.002789451,0.001796085,0.00290637,0.005290373,2.53e-5,6.46e-5,0.001081012,2.97585e-4,0.001324599,2.16722e-4,1.28311e-4,1.22239e-4,0.00163952,2.05558e-4,1.19197e-4,3.28496e-4,5.2e-5,0.002196707,0.001765261,5.50556e-4,6.36563e-4,2.0599e-4,3.14622e-4,7.18455e-4,9.05155e-4,5.2182e-4,7.3212e-4,3.54858e-4,5.06493e-4,4.92817e-4,3.665e-4,2.84089e-4
hyper,0.002339902,0.060022706,0.002787047,0.016797361,2.48622e-4,3.32e-5,0.035284993,0.012001184,0.087934004,3.40695e-4,0.014757514,0.002549153,0.008397514,0.002133221,0.003194119,1.68e-5,1.75348e-4,9.11888e-4,3.6482e-4,5.49436e-4,2.53743e-4,2.5019e-4,1.37364e-4,0.001093902,3.52671e-4,7.20447e-4,3.86786e-4,3.61068e-4,9.8365e-4,0.002699219,4.24298e-4,6.05619e-4,0.001561239,2.93286e-4,3.40015e-4,4.8632e-4,2.25005e-4,4.10897e-4,2.78604e-4,2.2995e-4,2.1727e-4,2.37151e-4,1.17928e-4
control,0.001426321,0.059118215,0.108431135,0.001458235,0.001784633,0.114296442,0.004696371,3.00596e-4,2.52e-7,6.86e-7,0.002059131,0.001945553,1.75e-6,0.004747965,0.001180125,3.42e-5,7.96e-6,2.20819e-4,9.87e-5,1.30418e-4,7.1e-5,2.83e-5,1.27e-5,2.16854e-4,7.21e-5,4.64e-5,0.008664879,3.76e-6,7.58788e-4,1.50081e-4,1.04848e-4,4.71576e-4,5.28e-5,9.67e-5,3.58e-5,6e-5,7.96e-5,1.79804e-4,7.23e-5,4.72e-5,1.15103e-4,8.65e-5,3e-5
hyper,0.00163364,0.007604518,5.65e-5,0.017578265,2.59553e-4,3.86e-5,0.033639105,4.80818e-4,4.77e-5,3.04e-7,0.008950802,1.93567e-4,8.13e-5,0.002149928,0.03081115,2.47e-6,1.26294e-4,4.0405e-4,1.06182e-4,2.11117e-4,1.38647e-4,8.45e-5,2.17957e-4,8.11083e-4,1.85949e-4,1.4e-5,0.002904329,2.33e-6,0.001103461,3.83103e-4,4.4e-5,4.37288e-4,1.07281e-4,1.71554e-4,1.53362e-4,1.74209e-4,6.44e-5,5.17587e-4,1.37158e-4,1.15115e-4,2.40227e-4,1.21172e-4,1.00161e-4
control,0.00407719,0.035357759,3.57e-5,0.02711342,7.50412e-4,4.58e-6,0.09217247,7.70874e-4,1.33e-5,2.52e-6,0.005264521,4.52167e-4,2.5e-5,0.00895818,0.009585114,1.43e-5,1.29e-5,0.002249907,2.66955e-4,2.76572e-4,4.21494e-4,7.68e-5,3.28e-5,0.001118285,1.11944e-4,1.35e-5,4.95192e-4,5.67e-6,0.00651646,4.24879e-4,9.18e-5,7.89301e-4,0.003192279,2.16627e-4,2.18288e-4,3.28756e-4,1.18087e-4,0.001110302,3.00796e-4,4.24259e-4,3.6534e-4,9.25e-5,2.38173e-4
hyper,0.002997781,9.05e-5,1.77e-5,2.44546e-4,4.68e-5,5.59e-6,0.011385908,4.07719e-4,8.69e-6,2.68e-7,3.94461e-4,1.64057e-4,0.002467858,7.52779e-4,0.011731559,1.27e-5,8.62e-5,1.23279e-4,3.26021e-4,7.25e-5,8.02e-5,9.35e-5,2.67e-5,1.93197e-4,1.98866e-4,3.47e-6,1.36051e-4,0,2.95079e-4,1.77701e-4,1.27e-5,1.4638e-4,6.23e-5,4.29148e-4,3.47e-5,7.78e-5,2.27e-5,8.95e-5,2.79e-5,9.84e-5,1.22682e-4,5.55e-5,1.15e-5
control,0.004216136,9.20802e-4,0.01766354,0.02627281,3.04698e-4,0.010209394,0.046497035,4.32644e-4,1.28e-5,1.38e-7,0.001130804,1.50842e-4,0.001171104,0.00386676,0.006170258,1.28e-5,2.49e-5,7.72523e-4,8.02e-5,1.82771e-4,1.24089e-4,5.75e-5,2.85e-5,5.52061e-4,1.97757e-4,1.13e-6,0.001473472,6.15e-8,0.001165989,1.76899e-4,1.69e-5,4.36487e-4,9.89e-5,7.81174e-4,1.02978e-4,1.00216e-4,8.3e-5,7.08307e-4,1.35501e-4,1.07072e-4,1.5536e-4,5.59e-5,1.00706e-4
hyper,0.340683053,0.009465739,6.25e-6,0.008248468,3.07427e-4,2.28e-5,0.033647733,0.014314203,0.001932679,4.10922e-4,0.003402627,0.001548539,0.00197346,0.001712235,0.002835362,1.55e-5,3.9042e-4,0.001383117,1.9879e-4,0.001022702,1.69941e-4,3.04759e-4,6.92e-5,0.001149844,1.72128e-4,8.69e-5,0.001565433,3.8909e-4,7.0903e-4,9.26383e-4,4.2505e-4,3.97198e-4,1.13467e-4,0.001125738,4.76324e-4,4.26579e-4,2.65771e-4,4.04126e-4,2.34674e-4,2.85851e-4,1.65141e-4,2.23179e-4,1.16262e-4
hyper,0.004429755,0.072829716,3.45764e-4,0.084287489,0.003510301,5.18e-7,0.021926717,0.002589145,1.17e-5,5.84e-6,0.010275495,0.002692985,3.67e-5,0.009377924,0.004825565,1.20172e-4,3.08058e-4,0.003222251,1.52519e-4,3.43454e-4,5.56219e-4,9.82e-5,3.69e-5,0.003089687,6.24e-5,4.04e-5,4.77725e-4,1.27e-5,0.003250384,0.001058926,1.03728e-4,0.001703223,4.7793e-4,1.98055e-4,9.41e-5,5.05548e-4,2.46495e-4,8.41389e-4,6.16577e-4,2.33773e-4,2.52191e-4,3.36822e-4,2.03186e-4
hyper,0.004368505,5.91396e-4,1.98e-5,5.37239e-4,0.004759449,8.44e-7,0.012719407,3.16678e-4,1.7e-5,4.07e-8,9.06586e-4,1.33974e-4,0.003356995,0.002826396,0.009435382,5.03e-5,7.39e-5,4.07463e-4,1.65007e-4,1.59828e-4,1.99654e-4,1.12627e-4,1.91e-5,1.61768e-4,1.85469e-4,1.29e-6,2.28093e-4,6.03e-8,0.002082396,1.31399e-4,1.33e-5,6.07998e-4,2.23058e-4,7.95185e-4,1.62035e-4,8e-5,7.71e-5,0.001126897,1.24959e-4,1.43611e-4,1.17069e-4,5.64e-5,5.69e-5
control,0.003167781,0.065438207,0.003121331,0.027170836,2.29643e-4,2.48e-5,0.018457881,0.00922324,0.028807645,7.5e-5,0.009503337,0.007801184,0.002741051,0.007987142,0.003903983,4.66e-5,6.39e-5,0.00184087,2.02536e-4,6.40181e-4,2.35478e-4,4.02987e-4,4.57e-5,9.31651e-4,2.06945e-4,6.23e-5,5.29022e-4,1.34275e-4,0.001965601,0.00424475,3.88288e-4,5.48323e-4,1.60736e-4,2.04154e-4,3.49794e-4,4.85944e-4,2.01578e-4,4.19097e-4,3.22849e-4,2.12671e-4,2.20554e-4,1.93301e-4,1.91208e-4
